0.675000,0.526504,267,0.664230,25.306344
0.675000,0.509389,211,0.674234,22.208092
0.675000,0.500211,214,0.804229,26.087763
0.675000,0.517731,244,0.691592,23.322181
0.675000,0.502535,263,0.589737,26.212522
0.675000,0.466295,217,0.551933,20.079971
0.675000,0.530319,229,0.469689,19.505879
0.675000,0.524876,268,0.702157,27.759888
0.750000,0.483583,204,0.734284,20.684743
0.750000,0.518941,222,0.461453,17.314478
0.750000,0.490132,220,0.645937,24.360054
0.750000,0.557222,235,0.829580,27.728704
0.750000,0.531840,243,0.766380,27.799355
0.750000,0.514804,249,0.650596,25.117032
0.750000,0.500563,199,0.573562,19.618395
0.750000,0.494593,248,0.631147,23.543550
0.750000,0.509707,257,0.574332,22.755082
0.750000,0.543676,215,0.748429,22.665158
0.875000,0.494282,213,0.504113,18.538974
0.875000,0.519627,226,0.628405,22.786440
0.875000,0.549105,238,0.676087,24.226159
0.875000,0.528657,223,0.767141,25.211698
0.875000,0.519065,256,0.801480,31.058388
0.875000,0.527762,285,0.560291,24.025612
0.875000,0.541725,208,0.605731,19.922207
0.875000,0.483399,231,0.558290,21.490598
0.875000,0.527818,214,0.610986,23.758117
0.875000,0.516210,221,0.671101,21.094967
1.000000,0.514327,231,0.867412,29.145351
1.000000,0.503332,285,0.711124,32.913368
1.000000,0.398512,217,0.675430,23.802207
1.000000,0.517121,255,0.668731,25.122193
1.000000,0.495340,229,0.745110,23.758121
1.000000,0.495425,235,0.786605,28.288348
1.000000,0.532683,249,0.724585,26.035844
1.000000,0.514243,190,0.631617,17.875856
1.000000,0.524642,249,0.587783,24.876555
1.000000,0.495351,258,0.620107,25.511207
1.125000,0.543783,221,0.801064,24.497592
1.125000,0.501395,207,0.607791,19.208163
1.125000,0.533489,209,0.762098,25.195458
1.125000,0.542371,249,0.742717,27.602336
1.125000,0.545655,205,0.737855,21.975938
1.125000,0.527009,225,0.474767,19.486717
1.125000,0.528834,251,0.851609,30.338499
1.125000,0.542672,255,0.769334,27.092307
1.125000,0.513082,212,0.573758,18.413449
1.125000,0.514939,237,0.682702,22.898173
1.250000,0.500756,146,0.807135,17.650465
1.250000,0.508548,243,0.554471,22.747620
1.250000,0.509860,199,0.739875,22.155306
1.250000,0.507990,254,0.592868,26.414143
1.250000,0.514476,172,0.591949,17.324215
1.250000,0.524732,217,0.607635,23.159407
1.250000,0.519817,205,0.830360,24.692756
1.250000,0.530864,227,0.614150,22.377509
1.250000,0.504337,203,0.474639,16.597531
1.250000,0.549000,228,0.771267,23.850738
1.375000,0.501963,209,0.953721,24.349661
1.375000,0.501088,200,0.604389,19.431759
1.375000,0.521247,187,0.704587,20.415657
1.375000,0.548022,205,0.733114,23.165462
1.375000,0.523796,244,0.693901,27.173050
1.375000,0.520291,190,0.565284,17.174036
1.375000,0.537156,196,0.602429,17.777776
1.375000,0.565761,249,0.597266,21.386375
1.375000,0.510117,229,0.542605,20.655559
1.375000,0.534807,194,0.738338,21.219116
1.500000,0.537980,276,0.890591,31.050661
1.500000,0.524893,269,0.780037,30.353654
1.500000,0.545702,208,0.898959,23.470995
1.500000,0.503573,230,0.656273,23.881024
1.500000,0.500950,246,0.744600,27.236964
1.500000,0.548680,214,0.772036,25.615310
1.500000,0.518772,246,0.792162,28.005472
1.500000,0.510785,184,0.667932,18.471660
1.500000,0.506850,230,0.534892,19.480049
1.500000,0.532638,247,0.620029,24.164787
1.625000,0.547315,184,0.794465,20.154730
1.625000,0.543955,233,0.766628,23.561271
1.625000,0.527932,238,0.652169,24.445600
1.625000,0.496791,162,0.828380,18.398328
1.625000,0.503586,236,0.541663,21.663848
1.625000,0.533444,273,0.825563,30.786906
1.625000,0.517498,241,0.796292,25.036293
1.625000,0.518119,195,0.694671,20.298040
1.625000,0.496120,222,0.619954,24.596441
1.625000,0.520906,211,0.639525,18.951621
1.750000,0.503742,254,0.692430,26.480398
1.750000,0.494429,213,1.063637,25.079418
1.750000,0.507881,246,0.774655,26.304568
1.750000,0.499610,245,0.655755,25.762552
1.750000,0.521010,280,0.665381,28.102277
1.750000,0.513382,204,0.759035,23.761357
1.750000,0.548362,206,0.740955,23.569371
1.750000,0.529497,205,0.593270,19.984204
1.750000,0.537568,232,0.710604,25.263701
1.750000,0.504551,198,0.608204,20.669277
1.875000,0.528290,148,0.726798,15.952416
1.875000,0.536705,235,1.044240,29.312266
1.875000,0.523477,274,0.770616,28.349501
1.875000,0.509798,219,0.711430,20.529568
1.875000,0.506034,245,0.688010,26.115747
1.875000,0.524081,277,0.755668,33.140282
1.875000,0.510688,167,0.840738,20.591915
1.875000,0.511119,226,0.632864,21.324443
1.875000,0.532744,239,0.679240,25.376266
1.875000,0.528423,233,0.575935,22.576377
